,display_label,sample_id,exp_value,source,label
6027,Pyridoxine,13-00075,1.422631621240629,metabolomics,Pyridoxine_met_HILIC
6028,Pyridoxine,13-00077,-0.5239482211231475,metabolomics,Pyridoxine_met_HILIC
6029,Pyridoxine,13-00092,0.33338382470107325,metabolomics,Pyridoxine_met_HILIC
6030,Pyridoxine,13-00123,-0.41048116533222256,metabolomics,Pyridoxine_met_HILIC
6031,Pyridoxine,13-00157,0.6002982206046262,metabolomics,Pyridoxine_met_HILIC
6032,Pyridoxine,13-00160,-0.38619364866629163,metabolomics,Pyridoxine_met_HILIC
6033,Pyridoxine,13-00186,-0.5524720247538887,metabolomics,Pyridoxine_met_HILIC
6034,Pyridoxine,13-00195,-0.48630748599679974,metabolomics,Pyridoxine_met_HILIC
6035,Pyridoxine,13-00262,0.08481963144422919,metabolomics,Pyridoxine_met_HILIC
6036,Pyridoxine,13-00331,3.535814875332466,metabolomics,Pyridoxine_met_HILIC
6037,Pyridoxine,13-00393,-0.4543737678195892,metabolomics,Pyridoxine_met_HILIC
6038,Pyridoxine,13-00149,-0.5499538835803254,metabolomics,Pyridoxine_met_HILIC
6039,Pyridoxine,13-00147,-0.5252255832790166,metabolomics,Pyridoxine_met_HILIC
6040,Pyridoxine,13-00450,0.47864591514772714,metabolomics,Pyridoxine_met_HILIC
6041,Pyridoxine,13-00245,0.043529480335575646,metabolomics,Pyridoxine_met_HILIC
6042,Pyridoxine,13-00226,-0.3937791985662598,metabolomics,Pyridoxine_met_HILIC
6043,Pyridoxine,13-00558,-0.4121788054289412,metabolomics,Pyridoxine_met_HILIC
6044,Pyridoxine,18-00203,1.2356349997541594,metabolomics,Pyridoxine_met_HILIC
6045,Pyridoxine,13-00581,-0.15156151566089746,metabolomics,Pyridoxine_met_HILIC
6046,Pyridoxine,13-00584,0.43644075892210554,metabolomics,Pyridoxine_met_HILIC
6047,Pyridoxine,13-00602,0.3072609919241315,metabolomics,Pyridoxine_met_HILIC
6048,Pyridoxine,14-00045,-0.46621649380817326,metabolomics,Pyridoxine_met_HILIC
6049,Pyridoxine,14-00065,-0.5731560254743923,metabolomics,Pyridoxine_met_HILIC
6050,Pyridoxine,14-00083,-0.27703284765558706,metabolomics,Pyridoxine_met_HILIC
6051,Pyridoxine,14-00092,-0.5129196992212127,metabolomics,Pyridoxine_met_HILIC
6052,Pyridoxine,14-00126,-0.3991959697807173,metabolomics,Pyridoxine_met_HILIC
6053,Pyridoxine,14-00127,-0.14774241546992842,metabolomics,Pyridoxine_met_HILIC
6054,Pyridoxine,14-00272,-0.36237532258127075,metabolomics,Pyridoxine_met_HILIC
6055,Pyridoxine,14-00240,-0.18056224525084472,metabolomics,Pyridoxine_met_HILIC
6056,Pyridoxine,14-00423,2.1578139833307235,metabolomics,Pyridoxine_met_HILIC
6057,Pyridoxine,14-00193,-0.11341842447258864,metabolomics,Pyridoxine_met_HILIC
6058,Pyridoxine,14-00270,-0.5040243192879421,metabolomics,Pyridoxine_met_HILIC
6059,Pyridoxine,14-00434,-0.40155650623560574,metabolomics,Pyridoxine_met_HILIC
6060,Pyridoxine,14-00477,-0.4459649930496845,metabolomics,Pyridoxine_met_HILIC
6061,Pyridoxine,14-00495,3.4602948177938386,metabolomics,Pyridoxine_met_HILIC
6062,Pyridoxine,14-00514,-0.3132391175014632,metabolomics,Pyridoxine_met_HILIC
6063,Pyridoxine,14-00528,-0.586304713524134,metabolomics,Pyridoxine_met_HILIC
6064,Pyridoxine,14-00608,-0.10057748087234718,metabolomics,Pyridoxine_met_HILIC
6065,Pyridoxine,14-00613,0.07190770712150935,metabolomics,Pyridoxine_met_HILIC
6066,Pyridoxine,14-00711,-0.3625921478881848,metabolomics,Pyridoxine_met_HILIC
6067,Pyridoxine,14-00712,0.17149268835954834,metabolomics,Pyridoxine_met_HILIC
