Dataset	PlexID
PTRC_exp10_Plex_06_A_f04_FAIMS_Merry_DI_14Dec23_REP-23-11-07	Plex_06
PTRC_exp10_Plex_08_A_f04_FAIMS_Merry_DI_14Dec23_REP-23-11-07	Plex_08
PTRC_exp10_Plex_10_A_f05_FAIMS_Merry_DI_14Dec23_REP-23-11-07	Plex_10
PTRC_exp10_Plex_07_A_f05_FAIMS_Merry_DI_14Dec23_REP-23-11-07	Plex_07
PTRC_exp10_Plex_09_A_f05_FAIMS_Merry_DI_14Dec23_REP-23-11-07	Plex_09
PTRC_exp10_Plex_06_A_f05_FAIMS_Merry_DI_14Dec23_REP-23-11-07	Plex_06
PTRC_exp10_Plex_08_A_f05_FAIMS_Merry_DI_14Dec23_REP-23-11-07	Plex_08
PTRC_exp10_Plex_07_A_f06_FAIMS_Merry_DI_14Dec23_REP-23-11-07	Plex_07
PTRC_exp10_Plex_06_A_f06_FAIMS_Merry_DI_14Dec23_REP-23-11-07	Plex_06
PTRC_exp10_Plex_08_A_f06_FAIMS_Merry_DI_14Dec23_REP-23-11-07	Plex_08
PTRC_exp10_Plex_10_A_f06_FAIMS_Merry_DI_14Dec23_REP-23-11-07	Plex_10
PTRC_exp10_Plex_09_A_f06_FAIMS_Merry_DI_14Dec23_REP-23-11-07	Plex_09
PTRC_exp10_Plex_15_A_f01_FAIMS_Merry_DI_14Dec23_REP-23-11-07	Plex_15
PTRC_exp10_Plex_12_A_f01_FAIMS_Merry_DI_14Dec23_REP-23-11-07	Plex_12
PTRC_exp10_Plex_14_A_f01_FAIMS_Merry_DI_14Dec23_REP-23-11-07	Plex_14
PTRC_exp10_Plex_11_A_f01_FAIMS_Merry_DI_14Dec23_REP-23-11-07	Plex_11
PTRC_exp10_Plex_13_A_f01_FAIMS_Merry_DI_14Dec23_REP-23-11-07	Plex_13
PTRC_exp10_Plex_12_A_f02_FAIMS_Merry_DI_14Dec23_REP-23-11-07	Plex_12
PTRC_exp10_Plex_15_A_f02_FAIMS_Merry_DI_14Dec23_REP-23-11-07	Plex_15
PTRC_exp10_Plex_13_A_f02_FAIMS_Merry_DI_14Dec23_REP-23-11-07	Plex_13
PTRC_exp10_Plex_14_A_f02_FAIMS_Merry_DI_14Dec23_REP-23-11-07	Plex_14
PTRC_exp10_Plex_11_A_f02_FAIMS_Merry_DI_14Dec23_REP-23-11-07	Plex_11
PTRC_exp10_Plex_12_A_f03_FAIMS_Merry_DI_14Dec23_REP-23-11-07	Plex_12
PTRC_exp10_Plex_15_A_f03_FAIMS_Merry_DI_14Dec23_REP-23-11-07	Plex_15
PTRC_exp10_Plex_11_A_f03_FAIMS_Merry_DI_14Dec23_REP-23-11-07	Plex_11
PTRC_exp10_Plex_14_A_f03_FAIMS_Merry_DI_14Dec23_REP-23-11-07	Plex_14
PTRC_exp10_Plex_13_A_f03_FAIMS_Merry_DI_14Dec23_REP-23-11-07	Plex_13
PTRC_exp10_Plex_13_A_f04_FAIMS_Merry_DI_19Dec23_REP-23-11-08	Plex_13
PTRC_exp10_Plex_14_A_f04_FAIMS_Merry_DI_19Dec23_REP-23-11-08	Plex_14
PTRC_exp10_Plex_11_A_f04_FAIMS_Merry_DI_19Dec23_REP-23-11-08	Plex_11
PTRC_exp10_Plex_15_A_f04_FAIMS_Merry_DI_19Dec23_REP-23-11-08	Plex_15
PTRC_exp10_Plex_12_A_f04_FAIMS_Merry_DI_19Dec23_REP-23-11-08	Plex_12
PTRC_exp10_Plex_14_A_f05_FAIMS_Merry_DI_19Dec23_REP-23-11-08	Plex_14
PTRC_exp10_Plex_11_A_f05_FAIMS_Merry_DI_19Dec23_REP-23-11-08	Plex_11
PTRC_exp10_Plex_12_A_f05_FAIMS_Merry_DI_19Dec23_REP-23-11-08	Plex_12
PTRC_exp10_Plex_15_A_f05_FAIMS_Merry_DI_19Dec23_REP-23-11-08	Plex_15
PTRC_exp10_Plex_13_A_f05_FAIMS_Merry_DI_19Dec23_REP-23-11-08	Plex_13
PTRC_exp10_Plex_14_A_f06_FAIMS_Merry_DI_19Dec23_REP-23-11-08	Plex_14
PTRC_exp10_Plex_15_A_f06_FAIMS_Merry_DI_19Dec23_REP-23-11-08	Plex_15
PTRC_exp10_Plex_13_A_f06_FAIMS_Merry_DI_19Dec23_REP-23-11-08	Plex_13
PTRC_exp10_Plex_11_A_f06_FAIMS_Merry_DI_19Dec23_REP-23-11-08	Plex_11
PTRC_exp10_Plex_12_A_f06_FAIMS_Merry_DI_19Dec23_REP-23-11-08	Plex_12
PTRC_exp10_Plex_18_A_f01_FAIMS_Merry_DI_19Dec23_REP-23-11-08	Plex_18
PTRC_exp10_Plex_17_A_f01_FAIMS_Merry_DI_19Dec23_REP-23-11-08	Plex_17
PTRC_exp10_Plex_20_A_f01_FAIMS_Merry_DI_19Dec23_REP-23-11-08	Plex_20
PTRC_exp10_Plex_19_A_f01_FAIMS_Merry_DI_19Dec23_REP-23-11-08	Plex_19
PTRC_exp10_Plex_16_A_f01_FAIMS_Merry_DI_19Dec23_REP-23-11-08	Plex_16
PTRC_exp10_Plex_21_A_f01_FAIMS_Merry_DI_19Dec23_REP-23-11-08	Plex_21
PTRC_exp10_Plex_16_A_f02_FAIMS_Merry_DI_19Dec23_REP-23-11-08	Plex_16
PTRC_exp10_Plex_19_A_f02_FAIMS_Merry_DI_19Dec23_REP-23-11-08	Plex_19
PTRC_exp10_Plex_18_A_f02_FAIMS_Merry_DI_19Dec23_REP-23-11-08	Plex_18
PTRC_exp10_Plex_21_A_f02_FAIMS_Merry_DI_19Dec23_REP-23-11-08	Plex_21
PTRC_exp10_Plex_17_A_f02_FAIMS_Merry_DI_19Dec23_REP-23-11-08	Plex_17
PTRC_exp10_Plex_20_A_f02_FAIMS_Merry_DI_19Dec23_REP-23-11-08	Plex_20
PTRC_exp10_Plex_18_A_f03_FAIMS_Merry_DI_19Dec23_REP-23-11-08	Plex_18
PTRC_exp10_Plex_19_A_f03_FAIMS_Merry_DI_19Dec23_REP-23-11-08	Plex_19
PTRC_exp10_Plex_17_A_f03_FAIMS_Merry_DI_19Dec23_REP-23-11-08	Plex_17
PTRC_exp10_Plex_21_A_f03_FAIMS_Merry_DI_19Dec23_REP-23-11-08	Plex_21
PTRC_exp10_Plex_16_A_f03_FAIMS_Merry_DI_19Dec23_REP-23-11-08	Plex_16
PTRC_exp10_Plex_20_A_f03_FAIMS_Merry_DI_19Dec23_REP-23-11-08	Plex_20
PTRC_exp10_Plex_18_A_f04_FAIMS_Merry_DI_19Dec23_REP-23-11-08	Plex_18
PTRC_exp10_Plex_16_A_f04_FAIMS_Merry_DI_19Dec23_REP-23-11-08	Plex_16
PTRC_exp10_Plex_21_A_f04_FAIMS_Merry_DI_19Dec23_REP-23-11-08	Plex_21
PTRC_exp10_Plex_17_A_f04_FAIMS_Merry_DI_19Dec23_REP-23-11-08	Plex_17
PTRC_exp10_Plex_19_A_f04_FAIMS_Merry_DI_19Dec23_REP-23-11-08	Plex_19
PTRC_exp10_Plex_20_A_f04_FAIMS_Merry_DI_19Dec23_REP-23-11-08	Plex_20
PTRC_exp10_Plex_16_A_f05_FAIMS_Merry_DI_19Dec23_REP-23-11-08	Plex_16
PTRC_exp10_Plex_18_A_f05_FAIMS_Merry_DI_19Dec23_REP-23-11-08	Plex_18
PTRC_exp10_Plex_19_A_f05_FAIMS_Merry_DI_19Dec23_REP-23-11-08	Plex_19
PTRC_exp10_Plex_21_A_f05_FAIMS_Merry_DI_19Dec23_REP-23-11-08	Plex_21
PTRC_exp10_Plex_20_A_f05_FAIMS_Merry_DI_19Dec23_REP-23-11-08	Plex_20
PTRC_exp10_Plex_17_A_f05_FAIMS_Merry_DI_19Dec23_REP-23-11-08	Plex_17
PTRC_exp10_Plex_19_A_f06_FAIMS_Merry_DI_19Dec23_REP-23-11-08	Plex_19
PTRC_exp10_Plex_16_A_f06_FAIMS_Merry_DI_19Dec23_REP-23-11-08	Plex_16
PTRC_exp10_Plex_18_A_f06_FAIMS_Merry_DI_19Dec23_REP-23-11-08	Plex_18
PTRC_exp10_Plex_21_A_f06_FAIMS_Merry_DI_19Dec23_REP-23-11-08	Plex_21
PTRC_exp10_Plex_20_A_f06_FAIMS_Merry_DI_19Dec23_REP-23-11-08	Plex_20
PTRC_exp10_Plex_17_A_f06_FAIMS_Merry_DI_19Dec23_REP-23-11-08	Plex_17
